Ano;Mês;Cidade;Unidade;Regional;Fonte Pagadora;Clientes;Doses;Faturamento;Pagamento;Unidade2
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-AMIL VACINAS;3;7; R$1.437,37 ;BALCÃO;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-CARE PLUS VACINAS;6;7; R$508,71 ;BALCÃO;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;11;18; R$5.922,50 ;E-COMMERCE;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;2;2; R$561,00 ;BALCÃO;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;26;32; R$6.471,00 ;BALCÃO;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;1;1; R$116,20 ;BALCÃO;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-UNAFISCO VACINAS;6;7; R$1.274,00 ;BALCÃO;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;1;1; R$210,00 ;BALCÃO;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VACINAS MEDICO PGTO;12;17; R$5.364,00 ;BALCÃO;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS QI 13 LAGO SUL;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;180;225; R$55.620,00 ;BALCÃO;QI 13 LAGO SUL
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE - FAO/WFP/BFO - VACINAS;2;3; R$473,60 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-AMIL VACINAS;4;6; R$732,67 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-CARE PLUS VACINAS;4;4; R$478,85 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;25;29; R$10.094,50 ;E-COMMERCE;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-ELETRONORTE VACINAS;46;46; R$5.382,00 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;36;41; R$8.208,00 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;3;3; R$647,40 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-PROGRAMA SOMOS RAROS-ALEXION/AZIMUTE VACINAS;1;1; R$660,00 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-JK VACINAS - CORTESIA;3;4; R$450,00 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-TRF VACINAS PGTO;4;4; R$272,00 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-UNAFISCO VACINAS;2;3; R$423,82 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;4;6; R$882,00 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS MEDICO PGTO;16;21; R$4.986,00 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;426;500; R$111.170,00 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VACINAS SENADO FEDERAL PGTO;1;1; R$90,00 ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS 516 NORTE;VACINAS DF;BSB-VALIDACAO - CORTESIA;2;2; R$-   ;BALCÃO;516 NORTE
2020;Jun;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-AMIL VACINAS;2;5; R$906,43 ;BALCÃO;SHOPPING FELICITTÁ
2020;Jun;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-CARE PLUS VACINAS;2;2; R$144,00 ;BALCÃO;SHOPPING FELICITTÁ
2020;Jun;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;15;20; R$7.818,50 ;E-COMMERCE;SHOPPING FELICITTÁ
2020;Jun;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;2;2; R$234,00 ;BALCÃO;SHOPPING FELICITTÁ
2020;Jun;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;2;4; R$996,00 ;BALCÃO;SHOPPING FELICITTÁ
2020;Jun;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;1;1; R$210,00 ;BALCÃO;SHOPPING FELICITTÁ
2020;Jun;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-VACINAS MEDICO PGTO;8;14; R$4.014,00 ;BALCÃO;SHOPPING FELICITTÁ
2020;Jun;Brasília;VACINAS SHOPPING FELICITTÁ;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;179;196; R$41.600,00 ;BALCÃO;SHOPPING FELICITTÁ
2020;Jun;Brasília;VACINAS GUARA II;VACINAS DF;BSB-CARE PLUS VACINAS;3;3; R$324,67 ;BALCÃO;GUARA II
2020;Jun;Brasília;VACINAS GUARA II;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;10;11; R$3.162,00 ;E-COMMERCE;GUARA II
2020;Jun;Brasília;VACINAS GUARA II;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;1;1; R$391,00 ;BALCÃO;GUARA II
2020;Jun;Brasília;VACINAS GUARA II;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;1;1; R$117,00 ;BALCÃO;GUARA II
2020;Jun;Brasília;VACINAS GUARA II;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;2;2; R$215,80 ;BALCÃO;GUARA II
2020;Jun;Brasília;VACINAS GUARA II;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;3;4; R$1.100,00 ;BALCÃO;GUARA II
2020;Jun;Brasília;VACINAS GUARA II;VACINAS DF;BSB-VACINAS MEDICO PGTO;3;5; R$1.044,00 ;BALCÃO;GUARA II
2020;Jun;Brasília;VACINAS GUARA II;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;147;166; R$37.850,00 ;BALCÃO;GUARA II
2020;Jun;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE VACINAS - PGTO;3;4; R$1.187,90 ;BALCÃO;EDIFICIO DE CLINICAS
2020;Jun;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;13;13; R$5.062,00 ;E-COMMERCE;EDIFICIO DE CLINICAS
2020;Jun;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;4;4; R$765,00 ;BALCÃO;EDIFICIO DE CLINICAS
2020;Jun;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;4;4; R$1.369,50 ;BALCÃO;EDIFICIO DE CLINICAS
2020;Jun;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-VACINAS MEDICO PGTO;6;7; R$2.133,00 ;BALCÃO;EDIFICIO DE CLINICAS
2020;Jun;Brasília;VACINAS EDIFICIO DE CLINICAS;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;104;111; R$24.190,00 ;BALCÃO;EDIFICIO DE CLINICAS
2020;Jun;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;7;11; R$3.377,00 ;E-COMMERCE;SUDOESTE JK
2020;Jun;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-GBT S.A. CONCESSIONARIA VACINAS;1;1; R$80,00 ;BALCÃO;SUDOESTE JK
2020;Jun;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;2;2; R$221,00 ;BALCÃO;SUDOESTE JK
2020;Jun;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;2;4; R$904,70 ;BALCÃO;SUDOESTE JK
2020;Jun;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;5;6; R$2.055,00 ;BALCÃO;SUDOESTE JK
2020;Jun;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINAS MEDICO PGTO;13;17; R$3.366,00 ;BALCÃO;SUDOESTE JK
2020;Jun;Brasília;VACINAS SUDOESTE JK;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;68;82; R$22.410,00 ;BALCÃO;SUDOESTE JK
2020;Jun;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-AMIL VACINAS;5;7; R$1.352,07 ;BALCÃO;CENTRO CLINICO SUL
2020;Jun;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-CARE PLUS VACINAS;1;2; R$196,65 ;BALCÃO;CENTRO CLINICO SUL
2020;Jun;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;11;12; R$4.059,00 ;E-COMMERCE;CENTRO CLINICO SUL
2020;Jun;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;1;1; R$117,00 ;BALCÃO;CENTRO CLINICO SUL
2020;Jun;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;3;5; R$1.817,70 ;BALCÃO;CENTRO CLINICO SUL
2020;Jun;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-UNAFISCO VACINAS;2;2; R$412,92 ;BALCÃO;CENTRO CLINICO SUL
2020;Jun;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;3;3; R$880,00 ;BALCÃO;CENTRO CLINICO SUL
2020;Jun;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VACINAS MEDICO PGTO;5;7; R$1.629,00 ;BALCÃO;CENTRO CLINICO SUL
2020;Jun;Brasília;VACINAS CENTRO CLINICO SUL;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;179;201; R$44.490,00 ;BALCÃO;CENTRO CLINICO SUL
2020;Jun;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-CARE PLUS VACINAS;2;2; R$144,00 ;BALCÃO;TAGUATINGA SUL
2020;Jun;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;29;34; R$12.159,50 ;E-COMMERCE;TAGUATINGA SUL
2020;Jun;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;4;4; R$841,50 ;BALCÃO;TAGUATINGA SUL
2020;Jun;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;7;8; R$1.836,00 ;BALCÃO;TAGUATINGA SUL
2020;Jun;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;2;2; R$996,00 ;BALCÃO;TAGUATINGA SUL
2020;Jun;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;9;10; R$1.589,00 ;BALCÃO;TAGUATINGA SUL
2020;Jun;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINAS MEDICO PGTO;3;5; R$1.593,00 ;BALCÃO;TAGUATINGA SUL
2020;Jun;Brasília;VACINAS TAGUATINGA SUL;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;232;264; R$61.300,00 ;BALCÃO;TAGUATINGA SUL
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE VACINAS - PGTO;1;2; R$375,44 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-AMIL VACINAS;9;15; R$2.823,93 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-CARE PLUS VACINAS;2;2; R$560,06 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;482;586; R$129.492,00 ;E-COMMERCE;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;1;2; R$773,50 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-OAB/CAADF VACINAS;3;3; R$390,00 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;12;15; R$3.834,00 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;10;16; R$4.166,60 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-SAUDE CAIXA VACINAS;3;3; R$300,00 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-TRF VACINAS PGTO;5;5; R$340,00 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-UNAFISCO VACINAS;5;7; R$1.729,02 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;13;19; R$3.344,00 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS MEDICO PGTO;17;23; R$4.392,00 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS DOMICILIAR;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;480;599; R$143.211,00 ;BALCÃO;DOMICILIAR
2020;Jun;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;18;23; R$8.067,00 ;E-COMMERCE;SOBRADINHO CONDOMINIO
2020;Jun;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;2;2; R$357,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2020;Jun;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;3;6; R$2.075,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2020;Jun;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-SAUDE CAIXA VACINAS;2;2; R$200,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2020;Jun;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;4;5; R$810,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2020;Jun;Brasília;VACINAS SOBRADINHO CONDOMINIO;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;81;92; R$20.840,00 ;BALCÃO;SOBRADINHO CONDOMINIO
2020;Jun;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-ARARA AZUL VACINAS DA GRIPE PGTO;17;17; R$1.360,00 ;BALCÃO;METROPOLE
2020;Jun;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-CARE PLUS VACINAS;8;12; R$1.659,63 ;BALCÃO;METROPOLE
2020;Jun;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;18;21; R$7.193,50 ;E-COMMERCE;METROPOLE
2020;Jun;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;4;7; R$1.665,00 ;BALCÃO;METROPOLE
2020;Jun;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;5;5; R$830,00 ;BALCÃO;METROPOLE
2020;Jun;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;3;3; R$225,00 ;BALCÃO;METROPOLE
2020;Jun;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-VACINAS MEDICO PGTO;5;8; R$1.629,00 ;BALCÃO;METROPOLE
2020;Jun;Brasília;VACINAS METROPOLE;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;255;292; R$67.070,00 ;BALCÃO;METROPOLE
2020;Jun;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-APEX BRASIL VACINAS;2;2; R$260,00 ;BALCÃO;CAMPANHA VACINACAO
2020;Jun;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-CODEVASF VACINAS;6;6; R$510,00 ;BALCÃO;CAMPANHA VACINACAO
2020;Jun;Brasília;CAMPANHA VACINACAO;VACINAS DF;BSB-SINDICATO DOS BANCARIOS VACINAS;11;11; R$1.287,00 ;BALCÃO;CAMPANHA VACINACAO
2020;Jun;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-ARARA AZUL VACINAS DA GRIPE PGTO;1;1; R$80,00 ;BALCÃO;L2 SUL
2020;Jun;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-CARE PLUS VACINAS;1;1; R$72,00 ;BALCÃO;L2 SUL
2020;Jun;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;7;10; R$3.115,50 ;E-COMMERCE;L2 SUL
2020;Jun;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;7;8; R$1.791,00 ;BALCÃO;L2 SUL
2020;Jun;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;3;3; R$575,00 ;BALCÃO;L2 SUL
2020;Jun;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-VACINAS MEDICO PGTO;7;9; R$2.439,00 ;BALCÃO;L2 SUL
2020;Jun;Brasília;VACINAS L2 SUL;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;91;102; R$23.220,00 ;BALCÃO;L2 SUL
2020;Jun;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-AMIL VACINAS;1;3; R$521,24 ;BALCÃO;SUDOESTE 105
2020;Jun;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-CARE PLUS VACINAS;1;1; R$72,00 ;BALCÃO;SUDOESTE 105
2020;Jun;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;29;30; R$10.795,50 ;E-COMMERCE;SUDOESTE 105
2020;Jun;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;1;1; R$280,50 ;BALCÃO;SUDOESTE 105
2020;Jun;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;15;15; R$1.890,00 ;BALCÃO;SUDOESTE 105
2020;Jun;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;4;8; R$1.153,00 ;BALCÃO;SUDOESTE 105
2020;Jun;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-VACINAS MEDICO PGTO;15;19; R$6.345,00 ;BALCÃO;SUDOESTE 105
2020;Jun;Brasília;VACINAS SUDOESTE 105;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;144;149; R$28.860,00 ;BALCÃO;SUDOESTE 105
2020;Jun;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;26;34; R$11.545,50 ;E-COMMERCE;SHOPPING QUE GAMA
2020;Jun;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;4;6; R$665,00 ;BALCÃO;SHOPPING QUE GAMA
2020;Jun;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-VACINAS MEDICO PGTO;1;1; R$414,00 ;BALCÃO;SHOPPING QUE GAMA
2020;Jun;Brasília;VACINAS SHOPPING QUE GAMA;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;123;142; R$32.770,00 ;BALCÃO;SHOPPING QUE GAMA
2020;Jun;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-ALLIANZ WORLDWIDE CARE - FAO/WFP/BFO - VACINAS;1;1; R$175,20 ;BALCÃO;110 NORTE
2020;Jun;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-BBTS VACINAS PGTO;1;1; R$85,00 ;BALCÃO;110 NORTE
2020;Jun;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-ECOMMERCE VACINAS PGTO;25;35; R$10.387,00 ;E-COMMERCE;110 NORTE
2020;Jun;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-ELETRONORTE VACINAS;33;33; R$3.861,00 ;BALCÃO;110 NORTE
2020;Jun;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-PARCERIAS/EMPRESAS VACINAS PGTO;10;10; R$1.746,00 ;BALCÃO;110 NORTE
2020;Jun;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-PROGRAMA DANI RICO VACINAS PGTO;1;1; R$381,80 ;BALCÃO;110 NORTE
2020;Jun;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-VACINAS COLABORADOR PGTO;1;1; R$210,00 ;BALCÃO;110 NORTE
2020;Jun;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-VACINAS MEDICO PGTO;9;11; R$3.186,00 ;BALCÃO;110 NORTE
2020;Jun;Brasília;VACINAS 110 NORTE;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;149;164; R$32.660,00 ;BALCÃO;110 NORTE
2020;Jun;Formosa;VACINAS FORMOSA VALERIANO;VACINAS DF;BSB-INTERLIFE VACINAS PGTO;6;6; R$1.632,00 ;BALCÃO;FORMOSA VALERIANO
2020;Jun;Formosa;VACINAS FORMOSA VALERIANO;VACINAS DF;BSB-VACINAS PARTICULAR PGTO;160;220; R$68.330,00 ;BALCÃO;FORMOSA VALERIANO
2020;Jun;Salvador;VACINAS - ITAIGARA;SALVADOR;SSA-CORTESIA - REPETICOES;1;1; R$-   ;BALCÃO;SSA - ITAIGARA
2020;Jun;Salvador;VACINAS - ITAIGARA;SALVADOR;SSA-MAMAES BAIANAS VACINAS PGTO;6;12; R$4.318,20 ;BALCÃO;SSA - ITAIGARA
2020;Jun;Salvador;VACINAS - ITAIGARA;SALVADOR;SSA-MEDICO VACINAS PGTO;22;32; R$10.737,00 ;BALCÃO;SSA - ITAIGARA
2020;Jun;Salvador;VACINAS - ITAIGARA;SALVADOR;SSA-PARTICULAR VACINAS PGTO;98;115; R$36.144,00 ;BALCÃO;SSA - ITAIGARA
2020;Jun;Salvador;VACINAS - ITAIGARA;SALVADOR;SSA-VACINAS COLABORADOR PGTO;4;5; R$568,00 ;BALCÃO;SSA - ITAIGARA
2020;Jun;Salvador;VACINAS - ALPHAVILLE;SALVADOR;SSA-MAMAES BAIANAS VACINAS PGTO;6;8; R$2.849,40 ;BALCÃO;ALPHAVILLE
2020;Jun;Salvador;VACINAS - ALPHAVILLE;SALVADOR;SSA-MEDICO VACINAS PGTO;1;2; R$882,00 ;BALCÃO;ALPHAVILLE
2020;Jun;Salvador;VACINAS - ALPHAVILLE;SALVADOR;SSA-PARTICULAR VACINAS PGTO;89;122; R$40.474,00 ;BALCÃO;ALPHAVILLE
2020;Jun;Salvador;VACINAS - ALPHAVILLE;SALVADOR;SSA-VACINAS COLABORADOR PGTO;2;2; R$283,00 ;BALCÃO;ALPHAVILLE
2020;Jun;Salvador;SSA - GRAÇA VACINAS;SALVADOR;SSA-PARTICULAR VACINAS PGTO;36;47; R$14.698,00 ;BALCÃO;SSA - GRAÇA 
2020;Jun;Salvador;SSA - GRAÇA VACINAS;SALVADOR;SSA-VACINAS CORTESIA;1;3; R$-   ;BALCÃO;SSA - GRAÇA 
2020;Jun;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-MAMAES BAIANAS VACINAS PGTO;24;50; R$14.688,90 ;BALCÃO;SSA -  DOMICILIAR
2020;Jun;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-MEDICO VACINAS PGTO;6;14; R$4.218,80 ;BALCÃO;SSA -  DOMICILIAR
2020;Jun;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-PARTICULAR VACINAS PGTO;121;217; R$66.581,00 ;BALCÃO;SSA -  DOMICILIAR
2020;Jun;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-VACINAS COLABORADOR PGTO;1;1; R$65,00 ;BALCÃO;SSA -  DOMICILIAR
2020;Jun;Salvador;SSA - VACINAS DOMICILIAR;SALVADOR;SSA-VACINAS TABELA 80 MAIS PGTO;1;1; R$226,10 ;BALCÃO;SSA -  DOMICILIAR
2020;Jun;Salvador;SSA - VACINAS RELACIONAMENTO;SALVADOR;SSA-CENTRAL NACIONAL UNIMED VACINAS;1;1; R$972,00 ;BALCÃO;SSA -  RELACIONAMENTO
2020;Jun;Salvador;SSA - VACINAS RELACIONAMENTO;SALVADOR;SSA-FORD MOTOR VACINAS;857;857; R$102.840,00 ;BALCÃO;SSA -  RELACIONAMENTO
2020;Jun;Salvador;SSA - VACINAS RELACIONAMENTO;SALVADOR;SSA-PETROBAHIA VACINAS;1;1; R$120,00 ;BALCÃO;SSA -  RELACIONAMENTO
2020;Jun;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-AMAFRESP VACINAS;4;9; R$1.508,00 ;BALCÃO;SJC MATRIZ
2020;Jun;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-PARTICULAR VACINAS PGTO;75;94; R$36.660,00 ;BALCÃO;SJC MATRIZ
2020;Jun;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-VACINAS COLABORADOR PGTO;1;1; R$60,00 ;BALCÃO;SJC MATRIZ
2020;Jun;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-VACINAS MEDICO PGTO;10;17; R$7.132,00 ;BALCÃO;SJC MATRIZ
2020;Jun;São José dos Campos;VACINAS SJC MATRIZ;São José dos Campos;SJC-VACINAS PREFEITURA SAO JOSE DOS CAMPOS;1;1; R$430,00 ;BALCÃO;SJC MATRIZ
